Region,Segment,Sub-segment,Sub-segment 1,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
Canada,By Provider,Solar Installers and Contractors,Solar Installers and Contractors,292225.0,287862.0,311947.0,338831.0,369827.0,404023.0,442165.0,484650.0,531738.0,583729.0,641039.0,705114.0,777529.0
Canada,By End User,Residential,Residential,449085.0,441187.0,476932.0,516896.0,563074.0,614072.0,671027.0,734549.0,805039.0,882968.0,968986.0,1065305.0,1174339.0
Canada,By End User,Commercial and Industrial,Commercial and Industrial,243423.0,237052.0,254017.0,272896.0,294677.0,318557.0,345060.0,374423.0,406767.0,442243.0,481083.0,524281.0,572888.0
Canada,By End User,Utility-scale,Utility-scale,107054.0,102034.0,106927.0,112250.0,118337.0,124779.0,131705.0,139112.0,146946.0,155152.0,163697.0,172784.0,182590.0
Europe,By Technology,Single-Phase Micro Inverters,Single-Phase Micro Inverters,2147338.0,2102377.0,2265686.0,2448768.0,2661097.0,2896154.0,3159446.0,3454047.0,3782124.0,4146258.0,4549997.0,5004340.0,5521420.0
Europe,By Technology,Three-Phase Micro Inverters,Three-Phase Micro Inverters,1421528.0,1414755.0,1549562.0,1701846.0,1878985.0,2077318.0,2301660.0,2555286.0,2840937.0,3161783.0,3521871.0,3931279.0,4401516.0
Europe,By Power Rating,Less than 250 W,Less than 250 W,1820489.0,1792523.0,1942772.0,2111734.0,2307933.0,2526136.0,2771535.0,3047287.0,3355818.0,3699969.0,4083510.0,4517019.0,5012335.0
Europe,By Power Rating,250 W - 500 W,250 W - 500 W,1238085.0,1227423.0,1339390.0,1465781.0,1612820.0,1777220.0,1962976.0,2172735.0,2408679.0,2673340.0,2969983.0,3306928.0,3693634.0
Europe,By Power Rating,More than 500 W,More than 500 W,510292.0,497186.0,533086.0,573100.0,619328.0,670115.0,726596.0,789311.0,858565.0,934732.0,1018375.0,1111673.0,1216966.0
Europe,By Provider,Direct Sales through OEM,Direct Sales through OEM,557148.0,541407.0,579113.0,621252.0,670108.0,723897.0,783872.0,850646.0,924594.0,1006177.0,1096076.0,1196730.0,1310777.0
Europe,By Provider,Distributors and Wholesalers,Distributors and Wholesalers,1094066.0,1079617.0,1172638.0,1277337.0,1398945.0,1534377.0,1686865.0,1858425.0,2050634.0,2265335.0,2504949.0,2776096.0,3086215.0
Europe,By Provider,Retailers,Retailers,665322.0,650530.0,700138.0,755720.0,820174.0,891460.0,971245.0,1060442.0,1159680.0,1269714.0,1391590.0,1528627.0,1684471.0
Europe,By Provider,Solar Installers and Contractors,Solar Installers and Contractors,1252329.0,1245577.0,1363359.0,1496305.0,1650855.0,1823737.0,2019124.0,2239820.0,2488153.0,2766815.0,3079252.0,3434167.0,3841473.0
Europe,By End User,Residential,Residential,1936293.0,1923883.0,2104096.0,2307871.0,2545206.0,2811144.0,3112235.0,3452952.0,3837074.0,4268980.0,4754268.0,5306715.0,5942072.0
Europe,By End User,Commercial and Industrial,Commercial and Industrial,1126386.0,1103563.0,1190127.0,1287226.0,1399870.0,1524666.0,1664547.0,1821169.0,1995722.0,2189613.0,2404768.0,2647062.0,2922987.0
Europe,By End User,Utility-scale,Utility-scale,506187.0,489685.0,521025.0,555517.0,595005.0,637661.0,684325.0,735211.0,790266.0,849449.0,912832.0,981843.0,1057877.0
Global,By Region,Europe,U.K.,545418.0,540199.0,588917.0,643887.0,707827.0,779272.0,859956.0,951016.0,1053383.0,1168139.0,1296683.0,1442615.0,1610022.0
Global,By Region,Europe,Germany,1214750.0,1205880.0,1317641.0,1443928.0,1590947.0,1755539.0,1941737.0,2152260.0,2389385.0,2655750.0,2954739.0,3294796.0,3685555.0
Global,By Region,Europe,Italy,612460.0,603461.0,654480.0,711868.0,778509.0,852654.0,936067.0,1029831.0,1134779.0,1251892.0,1382461.0,1530089.0,1698812.0
Global,By Region,Europe,France,314825.0,307252.0,330062.0,355592.0,385186.0,417862.0,454382.0,495146.0,540421.0,590529.0,645924.0,708107.0,778719.0
Global,By Region,Europe,Spain,398585.0,389822.0,419650.0,453068.0,491814.0,534668.0,582629.0,636245.0,695894.0,762030.0,835280.0,917634.0,1011281.0
Global,By Region,Europe,Russia,74527.0,72587.0,77819.0,83669.0,90449.0,97924.0,106267.0,115566.0,125879.0,137272.0,149846.0,163940.0,179924.0
Global,By Region,Europe,Rest of Europe,408301.0,397930.0,426679.0,458603.0,495350.0,535553.0,580070.0,629269.0,683319.0,742428.0,806935.0,878438.0,958621.0
U.K.,By Technology,Single-Phase Micro Inverters,Single-Phase Micro Inverters,328669.0,323310.0,350071.0,380145.0,415052.0,453839.0,497423.0,546354.0,601048.0,661994.0,729844.0,806461.0,893926.0
U.K.,By Technology,Three-Phase Micro Inverters,Three-Phase Micro Inverters,216749.0,216889.0,238845.0,263742.0,292774.0,325433.0,362533.0,404662.0,452335.0,506145.0,566839.0,636154.0,716096.0
U.K.,By Power Rating,Less than 250 W,Less than 250 W,278622.0,275569.0,300001.0,327544.0,359566.0,395305.0,435623.0,481077.0,532114.0,589256.0,653183.0,725677.0,808754.0
U.K.,By Power Rating,250 W - 500 W,250 W - 500 W,188900.0,188216.0,206421.0,227043.0,251086.0,278088.0,308722.0,343461.0,382714.0,426953.0,476779.0,533620.0,599117.0
U.K.,By Power Rating,More than 500 W,More than 500 W,77896.0,76414.0,82495.0,89300.0,97174.0,105878.0,115610.0,126478.0,138556.0,151930.0,166720.0,183318.0,202152.0
U.K.,By Provider,Direct Sales through OEM,Direct Sales through OEM,85417.0,83162.0,89121.0,95783.0,103504.0,112014.0,121511.0,132093.0,143824.0,156781.0,171075.0,187092.0,205254.0
U.K.,By Provider,Distributors and Wholesalers,Distributors and Wholesalers,166962.0,165778.0,181181.0,198587.0,218854.0,241546.0,267222.0,296256.0,328966.0,365715.0,406974.0,453908.0,507848.0
U.K.,By Provider,Retailers,Retailers,102010.0,100004.0,107911.0,116780.0,127067.0,138466.0,151243.0,165552.0,181502.0,199222.0,218889.0,241039.0,266267.0
U.K.,By Provider,Solar Installers and Contractors,Solar Installers and Contractors,191028.0,191255.0,210705.0,232737.0,258402.0,287246.0,319980.0,357114.0,399091.0,446421.0,499745.0,560575.0,630654.0
U.K.,By End User,Residential,Residential,295443.0,294576.0,323294.0,355839.0,393796.0,436449.0,484865.0,539799.0,601909.0,671954.0,750894.0,840999.0,944881.0
U.K.,By End User,Commercial and Industrial,Commercial and Industrial,172419.0,170411.0,185389.0,202268.0,221886.0,243770.0,268444.0,296246.0,327445.0,362354.0,401384.0,445619.0,496286.0
U.K.,By End User,Utility-scale,Utility-scale,77556.0,75212.0,80233.0,85780.0,92144.0,99053.0,106647.0,114970.0,124029.0,133831.0,144405.0,155997.0,168856.0
Germany,By Technology,Single-Phase Micro Inverters,Single-Phase Micro Inverters,746585.0,736687.0,800134.0,871560.0,954539.0,1046972.0,1151069.0,1268213.0,1399490.0,1546170.0,1709919.0,1895271.0,2107328.0
Germany,By Technology,Three-Phase Micro Inverters,Three-Phase Micro Inverters,468165.0,469193.0,517508.0,572368.0,636408.0,708567.0,790668.0,884048.0,989895.0,1109580.0,1244820.0,1399525.0,1578227.0
Germany,By Power Rating,Less than 250 W,Less than 250 W,632316.0,627762.0,686011.0,751836.0,828470.0,914271.0,1011342.0,1121105.0,1244746.0,1383647.0,1539574.0,1716934.0,1920752.0
Germany,By Power Rating,250 W - 500 W,250 W - 500 W,411596.0,410470.0,450576.0,496032.0,549051.0,608640.0,676291.0,753063.0,839877.0,937799.0,1048178.0,1174188.0,1319487.0
Germany,By Power Rating,More than 500 W,More than 500 W,170838.0,167648.0,181054.0,196061.0,213426.0,232628.0,254103.0,278093.0,304762.0,334304.0,366987.0,403674.0,445316.0
Germany,By Provider,Direct Sales through OEM,Direct Sales through OEM,198148.0,194459.0,210059.0,227567.0,247879.0,270406.0,295676.0,323997.0,355593.0,390728.0,429762.0,473759.0,523905.0
Germany,By Provider,Distributors and Wholesalers,Distributors and Wholesalers,364834.0,361735.0,394786.0,432105.0,475530.0,524096.0,578988.0,640992.0,710759.0,789045.0,876824.0,976563.0,1091072.0
Germany,By Provider,Retailers,Retailers,236893.0,233682.0,253731.0,276297.0,302511.0,331705.0,364575.0,401557.0,442990.0,489271.0,540925.0,599379.0,666241.0
Germany,By Provider,Solar Installers and Contractors,Solar Installers and Contractors,414876.0,416005.0,459066.0,507959.0,565026.0,629332.0,702498.0,785715.0,880044.0,986705.0,1107229.0,1245095.0,1404338.0
Germany,By End User,Residential,Residential,644138.0,645637.0,712318.0,788160.0,876833.0,976932.0,1091029.0,1221049.0,1368727.0,1536067.0,1725578.0,1942837.0,2194336.0
Germany,By End User,Commercial and Industrial,Commercial and Industrial,392116.0,386372.0,419057.0,455823.0,498517.0,546021.0,599464.0,659542.0,726788.0,801831.0,885501.0,980106.0,1088232.0
Germany,By End User,Utility-scale,Utility-scale,178496.0,173871.0,186266.0,199945.0,215597.0,232587.0,251243.0,271670.0,293870.0,317851.0,343660.0,371854.0,402987.0
Italy,By Technology,Single-Phase Micro Inverters,Single-Phase Micro Inverters,370906.0,362971.0,390981.0,422372.0,458772.0,499048.0,544143.0,594578.0,650715.0,712989.0,781999.0,859620.0,947920.0
Italy,By Technology,Three-Phase Micro Inverters,Three-Phase Micro Inverters,241554.0,240490.0,263499.0,289496.0,319738.0,353606.0,391924.0,435253.0,484064.0,538902.0,600463.0,670469.0,750892.0
Italy,By Power Rating,Less than 250 W,Less than 250 W,314354.0,309301.0,334981.0,363843.0,397348.0,434582.0,476428.0,523416.0,575950.0,634500.0,699696.0,773329.0,857402.0
Italy,By Power Rating,250 W - 500 W,250 W - 500 W,210970.0,209118.0,228158.0,249653.0,274662.0,302626.0,334225.0,369909.0,410052.0,455084.0,505564.0,562909.0,628731.0
Italy,By Power Rating,More than 500 W,More than 500 W,87136.0,85042.0,91341.0,98371.0,106499.0,115447.0,125415.0,136505.0,148778.0,162308.0,177202.0,193851.0,212680.0
Italy,By Provider,Direct Sales through OEM,Direct Sales through OEM,96913.0,93866.0,100071.0,106996.0,115023.0,123836.0,133639.0,144526.0,156547.0,169768.0,184287.0,200499.0,218823.0
Italy,By Provider,Distributors and Wholesalers,Distributors and Wholesalers,186600.0,184318.0,200401.0,218517.0,239571.0,263044.0,289499.0,319294.0,352712.0,390086.0,431848.0,479158.0,533325.0
Italy,By Provider,Retailers,Retailers,115772.0,112907.0,121204.0,130487.0,141247.0,153121.0,166386.0,181185.0,197613.0,215784.0,235859.0,258383.0,283948.0
Italy,By Provider,Solar Installers and Contractors,Solar Installers and Contractors,213175.0,212370.0,232805.0,255868.0,282668.0,312653.0,346543.0,384826.0,427907.0,476255.0,530468.0,592050.0,662716.0
Italy,By End User,Residential,Residential,330010.0,327340.0,357393.0,391335.0,430838.0,475032.0,524997.0,581455.0,645003.0,716336.0,796349.0,887293.0,991735.0
Italy,By End User,Commercial and Industrial,Commercial and Industrial,194634.0,191372.0,207115.0,224803.0,245332.0,268133.0,293745.0,322490.0,354608.0,390384.0,430194.0,475133.0,526419.0
Italy,By End User,Utility-scale,Utility-scale,87816.0,84750.0,89972.0,95730.0,102340.0,109490.0,117325.0,125886.0,135168.0,145172.0,155918.0,167663.0,180658.0
France,By Technology,Single-Phase Micro Inverters,Single-Phase Micro Inverters,184047.0,178254.0,190033.0,203175.0,218412.0,235139.0,253747.0,274410.0,297225.0,322315.0,349871.0,380638.0,415414.0
France,By Technology,Three-Phase Micro Inverters,Three-Phase Micro Inverters,130778.0,128998.0,140030.0,152417.0,166774.0,182723.0,200635.0,220736.0,243196.0,268214.0,296053.0,327469.0,363306.0
France,By Power Rating,Less than 250 W,Less than 250 W,156249.0,152170.0,163124.0,175372.0,189569.0,205218.0,222685.0,242153.0,263741.0,287589.0,313906.0,343403.0,376854.0
France,By Power Rating,250 W - 500 W,250 W - 500 W,112583.0,110853.0,120142.0,130587.0,142714.0,156198.0,171361.0,188397.0,207453.0,228706.0,252386.0,279146.0,309714.0
France,By Power Rating,More than 500 W,More than 500 W,45993.0,44229.0,46796.0,49633.0,52903.0,56445.0,60335.0,64596.0,69227.0,74234.0,79632.0,85558.0,92151.0
France,By Provider,Direct Sales through OEM,Direct Sales through OEM,46231.0,44532.0,47216.0,50207.0,53678.0,57475.0,61686.0,66346.0,71471.0,77083.0,83217.0,90043.0,97734.0
France,By Provider,Distributors and Wholesalers,Distributors and Wholesalers,99104.0,97049.0,104608.0,113083.0,122910.0,133791.0,145978.0,159615.0,174802.0,191660.0,210351.0,231385.0,255324.0
France,By Provider,Retailers,Retailers,55113.0,53427.0,57009.0,61007.0,65641.0,70733.0,76399.0,82695.0,89652.0,97308.0,105723.0,115125.0,125757.0
France,By Provider,Solar Installers and Contractors,Solar Installers and Contractors,114377.0,112244.0,121229.0,131296.0,142956.0,155864.0,170319.0,186490.0,204496.0,224479.0,246632.0,271554.0,299904.0
France,By End User,Residential,Residential,175927.0,173412.0,188149.0,204729.0,223985.0,245416.0,269533.0,296651.0,327014.0,360909.0,398711.0,441466.0,490344.0
France,By End User,Commercial and Industrial,Commercial and Industrial,96372.0,92925.0,98626.0,104980.0,112352.0,120420.0,129373.0,139288.0,150200.0,162157.0,175240.0,189805.0,206228.0
France,By End User,Utility-scale,Utility-scale,42526.0,40914.0,43287.0,45883.0,48849.0,52025.0,55475.0,59206.0,63207.0,67463.0,71972.0,76836.0,82148.0
Spain,By Technology,Single-Phase Micro Inverters,Single-Phase Micro Inverters,234208.0,227318.0,242852.0,260199.0,280304.0,302412.0,327035.0,354416.0,384697.0,418056.0,454759.0,495799.0,542244.0
Spain,By Technology,Three-Phase Micro Inverters,Three-Phase Micro Inverters,164376.0,162503.0,176797.0,192869.0,211510.0,232255.0,255594.0,281829.0,311197.0,343974.0,380521.0,421835.0,469037.0
Spain,By Power Rating,Less than 250 W,Less than 250 W,198785.0,194006.0,208413.0,224537.0,243227.0,263865.0,286931.0,312677.0,341274.0,372923.0,407911.0,447188.0,491789.0
Spain,By Power Rating,250 W - 500 W,250 W - 500 W,141787.0,139904.0,151950.0,165510.0,181264.0,198812.0,218574.0,240812.0,265733.0,293577.0,324661.0,359845.0,400098.0
Spain,By Power Rating,More than 500 W,More than 500 W,58012.0,55911.0,59287.0,63021.0,67323.0,71991.0,77124.0,82755.0,88888.0,95531.0,102708.0,110601.0,119393.0
Spain,By Provider,Direct Sales through OEM,Direct Sales through OEM,59179.0,57125.0,60697.0,64679.0,69297.0,74356.0,79973.0,86197.0,93052.0,100571.0,108805.0,117979.0,128329.0
Spain,By Provider,Distributors and Wholesalers,Distributors and Wholesalers,124895.0,122564.0,132391.0,143420.0,156214.0,170403.0,186320.0,204158.0,224058.0,246186.0,270767.0,298475.0,330054.0
Spain,By Provider,Retailers,Retailers,70571.0,68557.0,73309.0,78616.0,84768.0,91536.0,99079.0,107472.0,116760.0,127000.0,138275.0,150890.0,165175.0
Spain,By Provider,Solar Installers and Contractors,Solar Installers and Contractors,143940.0,141575.0,153253.0,166353.0,181535.0,198372.0,217257.0,238418.0,262025.0,288274.0,317432.0,350290.0,387724.0
Spain,By End User,Residential,Residential,221595.0,219107.0,238467.0,260289.0,285657.0,313963.0,345890.0,381875.0,422272.0,467490.0,518063.0,575402.0,641099.0
Spain,By End User,Commercial and Industrial,Commercial and Industrial,122677.0,118540.0,126079.0,134486.0,144235.0,154921.0,166792.0,179956.0,194465.0,210391.0,227848.0,247308.0,269276.0
Spain,By End User,Utility-scale,Utility-scale,54313.0,52174.0,55103.0,58293.0,61922.0,65783.0,69946.0,74414.0,79158.0,84149.0,89369.0,94923.0,100906.0
Russia,By Technology,Single-Phase Micro Inverters,Single-Phase Micro Inverters,41780.0,40416.0,43034.0,45954.0,49340.0,53055.0,57183.0,61765.0,66819.0,72371.0,78463.0,85259.0,92936.0
Russia,By Technology,Three-Phase Micro Inverters,Three-Phase Micro Inverters,32747.0,32172.0,34785.0,37714.0,41108.0,44869.0,49083.0,53801.0,59060.0,64901.0,71383.0,78681.0,86988.0
Russia,By Power Rating,Less than 250 W,Less than 250 W,35544.0,34570.0,37010.0,39736.0,42896.0,46376.0,50257.0,54578.0,59365.0,64648.0,70471.0,76991.0,84379.0
Russia,By Power Rating,250 W - 500 W,250 W - 500 W,27770.0,27210.0,29346.0,31741.0,34519.0,37596.0,41044.0,44904.0,49205.0,53980.0,59278.0,65243.0,72033.0
Russia,By Power Rating,More than 500 W,More than 500 W,11213.0,10807.0,11463.0,12191.0,13033.0,13951.0,14965.0,16084.0,17309.0,18644.0,20097.0,21706.0,23511.0
Russia,By Provider,Direct Sales through OEM,Direct Sales through OEM,9974.0,9549.0,10063.0,10636.0,11302.0,12028.0,12831.0,13717.0,14687.0,15744.0,16894.0,18168.0,19601.0
Russia,By Provider,Distributors and Wholesalers,Distributors and Wholesalers,24322.0,23748.0,25524.0,27511.0,29815.0,32359.0,35204.0,38381.0,41910.0,45818.0,50139.0,54992.0,60505.0
Russia,By Provider,Retailers,Retailers,11857.0,11431.0,12129.0,12908.0,13812.0,14801.0,15898.0,17113.0,18450.0,19914.0,21517.0,23300.0,25311.0
Russia,By Provider,Solar Installers and Contractors,Solar Installers and Contractors,28374.0,27859.0,30103.0,32614.0,35520.0,38735.0,42334.0,46356.0,50832.0,55797.0,61296.0,67479.0,74507.0
Russia,By End User,Residential,Residential,43348.0,42461.0,45780.0,49502.0,53819.0,58599.0,63954.0,69947.0,76623.0,84035.0,92255.0,101507.0,112039.0
Russia,By End User,Commercial and Industrial,Commercial and Industrial,21819.0,21185.0,22642.0,24268.0,26154.0,28227.0,30537.0,33107.0,35949.0,39082.0,42529.0,46385.0,50750.0
Russia,By End User,Utility-scale,Utility-scale,9360.0,8941.0,9397.0,9898.0,10476.0,11098.0,11776.0,12513.0,13307.0,14156.0,15062.0,16048.0,17136.0
Rest of Europe,By Technology,Single-Phase Micro Inverters,Single-Phase Micro Inverters,241142.0,233419.0,248581.0,265363.0,284677.0,305689.0,328847.0,354313.0,382130.0,412361.0,445142.0,481292.0,521652.0
Rest of Europe,By Technology,Three-Phase Micro Inverters,Three-Phase Micro Inverters,167158.0,164511.0,178098.0,193240.0,210673.0,229864.0,251223.0,274956.0,301189.0,330066.0,361792.0,397146.0,436969.0
