Region,Segment,Sub-segment,Sub-segment 1,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032
Global,By Region,Asia Pacific,South Korea,264.5,304.2,349.8,402.3,462.6,532.0,611.8,703.6,809.1,930.4,1070.0,1230.5,1415.1
Global,By Region,Asia Pacific,ASEAN,189.7,218.2,250.9,288.5,331.8,381.6,438.8,504.6,580.3,667.3,767.4,882.5,1014.9
Global,By Region,Asia Pacific,Australia,152.4,175.3,201.6,231.8,266.6,306.6,352.6,405.5,466.3,536.3,616.7,709.2,815.6
Global,By Region,Asia Pacific,Rest of Asia Pacific,115.1,132.4,152.2,175.1,201.4,231.6,266.3,306.3,352.2,405.1,465.8,535.7,616.1
Global,By Region,Middle East & Africa,GCC,153.4,176.4,202.9,233.3,268.3,308.6,354.8,408.1,469.3,539.7,620.6,713.7,820.8
Global,By Region,Middle East & Africa,South Africa,114.0,131.1,150.8,173.4,199.4,229.3,263.7,303.3,348.8,401.1,461.3,530.5,610.0
Global,By Region,Middle East & Africa,Rest of Middle East & Africa,112.5,129.4,148.8,171.1,196.8,226.3,260.2,299.3,344.2,395.8,455.2,523.5,602.0
Global,By Region,Latin America,Brazil,154.4,177.6,204.2,234.8,270.0,310.5,357.1,410.7,472.3,543.1,624.6,718.3,826.0
Global,By Region,Latin America,Argentina,76.7,88.2,101.4,116.6,134.1,154.2,177.3,203.9,234.5,269.7,310.2,356.7,410.2
Global,By Region,Latin America,Mexico,114.6,131.8,151.6,174.3,200.4,230.5,265.1,304.9,350.6,403.2,463.7,533.3,613.3
Global,By Region,Latin America,Rest of Latin America,38.3,44.1,50.7,58.3,67.0,77.1,88.6,101.9,117.2,134.8,155.0,178.3,205.0
